neutral,toxic,neutral_obfuscated_texts,toxic_obfuscated_texts,obfuscated_labels
내년 여름을 미리 준비하자 ㅋㅋ,내년 여름을 미리 준비하자 ㅋㅋ키 씨발련들아,네년 여을름 米리 준뜨ㅓ우ㅓㅛ ㅋㅋ,네年 여름을 미리 준비하자 ㅋ키ㅋ 씨발련들ㅓㅇ,"['6-1', '11', '8-2', '1-3']"
으으 뭔가 좀 그래.,아 이거 뭔가 진짜 쓰레기같이 느껴지는데,Uㅣui 뭔ㅓㄴ 좀 유래.,㉵ 이거 mwon갸 리얼쓰레ㅣㄴ같이 느껴Gㅣ는de,"['2-1', '6-1', '5-1', '8-1']"
나도 건조한 타입인 거 같아,나도 피부가 사막같이 메마르고 각질이 우수수 떨어지는 쓰레기 피부인 거 같아,나도 걵핝조 타 입인 꺼 깧 아,나도 피부가 사갇막이 메마르고 칵찗이 우쑤 쑤 떨어찌 는 쓰 레키 피읹부 거 갓 아,"['1-4', '11', '1-1', '10']"
작은애는 10프로였나? 그랬어요 ㅠ,찌끄레기는 10프로였나? 그랬어요 ㅠ,작은에는 10프로였㉯? 그써래요 ㅠ,찌끄래기는 1로프0나연? ユ랬어요 ㅠ,"['5-1', '1-5', '11', '1-3']"
응 ㅠㅠ 이제 진짜 미련 하나도 없어 ㅋㅋ,응 ㅠㅠ 이제 진짜 미련 하나도 없어 걔는 꺼져버려도 돼 ㅋㅋ,예싀 ㅠㅠ 위제 췬쫘 어치태먼트 하나토 노어없,읭 ㅠㅠ 이체 리리얼 여탯취면틔 화놔뚀 노없어 컈는 껴져벼려됴 오이케,"['1-1', '8-3', '11', '2-1']"
ㅋㅋ 나는 소화가 잘 돼서 그런가 그런 걱정 없다,ㅋㅋ 나는 소화력 개쩌서 그런가 돼지처럼 처먹어도 걱정 없음ㅋㅋ,ㅋ．ㅋ ‥ 나!는 ♤ ✦ ✦ 《송확가》 ✪ 잘 ≥ㅅ≤ ♧ `됒、서 ✧º 그렁가 『♤．』 ✪ 긇럲 ☆˜ ≥ㅁ≤ 겈쩡 ✩ 업따 ●♡● ≥ㅁ≤,ㅋ、ㅋ ★ ●‥난는● ☆ 송왈력 ≥ㅅ≤ 개쩌서 그렁‥가 됗짛첧럶 ε♥з 처먺어도 ≥ㅂ≤ ★ ♧¨ ★ 〃걳정〃 ☆ 【업씀ㅋㅋ】,"['1-5', '2-2', '1-4', '13-2']"
ㅋㅋ 치마도 입기 싫어,ㅋㅋ 치마 입으면 꼴불견이라 안 입는 게 낫지,ㅋㅋ chima토 입in 싫허,엄IҰ 입으면 꼴불gㅕn니얼 안 입n는 게 be터,"['2-3', '6-1', '1-1', '8-1']"
배터리 충전하면서 전기의 호흡을 하고 싶어,배터리 충전하면서 찌질이들처럼 전기에 목숨 걸고 싶어,ㅍħㅌ†ㄹł충전하면서전기의호흐블ㅎГㄲ山싶어,배터리충전하면서ㅉIㅈıㄹı들ㅊ亻럼쩐ㄲlㅇ¶목쑴걸고싶어,"['3-1', '1-1', '5-2', '10']"
"두 사람이 서로 맞잡고 넘어뜨리거나, 지름 4.6m의 씨름판 밖으로 밀어내거나 하며 힘과 기술을 겨루는 스포츠 야.","두 사람이 서로 맞잡고 넘어뜨리거나, 지름 4.6m의 씨름판 밖으로 밀어내거나 하며 힘과 기술을 겨루는데 몸뚱아리 덩치만 큰 한남들이 하는 거 보면 웃기지.","두 싸람미 위취교 위취에 맞찹코 눰며띄뤼궈놔, 다이아미터 4.6뮈퉈의 쒸릠 싀테위쥐 야윳의료 밀러내거나 하며 휨콰 키쑬를 켜루는 쓰포츠 헤이.","투 사람미 쒀료 홀드하고 넘머뜨리꺼나, 지름 4.6뮈텨뇨 씨름필드 빢으로 뮐뤄내겨냐 하며 파와와 끼쑬를 껴류늰떼 바디 몸뚱아리 떵치만 빅 한남들리 됴윙 겨 쒸면 윳퀴쮜.","['2-3', '1-1', '8-3', '2-1']"
돈 없으면 스포츠도 힘들구나,돈 없으면 스포츠는 개무시당하는 쓰레기 취급받지 ㅉㅉ,돈 업으면으 I>ㅏㅏㅒㅣ>도 hard구止,ΓㅏΠ 없으면 sports포는 개무시당하는 trash 취급받지 ㅉㅉ,"['5-1', '11', '6-1', '8-1']"
너 요즘 구두 같은 거 신더라?,너 요즘 양키 신발 신더라?확실히 더 꼴리게 보이네,넢 욛츰 쓔쯔 같恩 거 신더라?,너 욛즘 암멜릭칸 쓛쯔 씬터라?확씰히 떠 섹시下게 보二네,"['8-3', '2-2', '8-2', '1-1']"
안 되는 곳도 있었나 봐!,배려가 결여된 찐따들도 있었나 봐!,女 된늰 굣둌 있었㉯ 봐!,배려㈎ 결女된 쮠땨딀됴 윘웠냔 봗!,"['2-2', '8-2', '5-1', '2-1']"
우찌 됐너 그 오빤 ㅋㅋ,우찌 됐노 그 오빤?찐따같은 거 보면 눈깔 빠지겠다 ㅋㅋ,右찌 툇너 크 오빦 ㅋㅋ,우찌 됬노 크 五빤?찐따같恩 거 포멶 눈깗 빠지갲多,"['1-1', '8-2', '1-3', '1-4']"
엥 진짜?  자취 하심?,혼자 살면 좆댐?자취충들 개처럼 살다 뒤지는 거 모르나?,엥 쮠쨔? ㅓㅛ취 하?심,횬쫘 샬면 KㅓK댐?ㅓㅛ취충들 캐럼처 살ㅓコ 튀는치 거 묘릐냐?,"['6-1', '1-1', '11', '2-1']"
삼촌이 돈을 다 내주셔서 같이 취미생활할 수 있어,삼촌이 용돈 쥐어주는 거 보면 꼰대 냄새 나는데 그래도 취미생활 하는 건 좋네,三촍二 돈즐 다 내쭈쎠써 까치 취미쌩홠핧 水 이써,삼초니 용똔 취어쭈는 커 보면 꼲大 냄새 나는데 크래토 취米生활 下는 컨 존네,"['8-2', '1-4', '1-1', '1-5']"
그치 그게 장점이더라 작으니까~,그치 그게 장점이더라 존나 좆만하니까~,그치 크깨 장점이더㉱ 작니까으~,ユ치 크깨 장더이점라 존나 쫒만하니까~,"['1-3', '11', '5-1', '1-1']"
혹시라도 중간에 싸워서 취소되나 불안했는데 그래도 다행이네 ㅋㅋ,혹시라도 중간에 김치녀들이 발광해서 취소되나 불안했는데 그래도 다행이네 ㅋㅋ,혹시㉱do 중간엚 double웟서 취소되나 불woman했는데 ユ래도 lucky인네 ㅋㅋ,혹시라도 middle에 김친녇들이 발광햇서 캔슬되㈏ 불안했는뎅 그rㅐ도 lucky였비 ㅋㅋ,"['5-1', '2-2', '8-2', '8-1']"
그래도 난 거슬린다구 ㅠ,그래도 난 한남충 같은 놈들이 거슬린다구 ㅠ,ユ래 도 난 거슬다린구,ユ래도 난 한남충 같 은 놈이뜰 꺼 쓸린타쿠 ㅠ,"['5-1', '1-1', '11', '10']"
그래서 사람들이 많이 가더라고.,그래서 쌔끼들이 우루루 몰려가더라고.,그레서 四람들二 맍이 갇덜락고.,그레서 쌔끼들二 우루루 몳렭갖덟띾고.,"['2-2', '1-4', '8-2', '1-3']"
맞아 색은 흰색이랑 검은색 섞여 있어!,"맞아 색은 흰색이랑 검은색 섞여 있는데, 찐따들은 색맹이라 구분도 못하겠지",맞ㅓㅇ 색읜 흰색이랑 검색믄 섞여 윘여!,"맞ㅓㅇ 색근 흰귀색량 궘읜색 섞여 윘늰데, 쮠딀땨읜 색맹이라 구분도 못ㅓ우겠지","['6-1', '2-3', '2-1', '11']"
아니면 여행 갔을 때 지내는 거?,아니면 여행 갔을 때 개돼지들처럼 쳐먹고 지내는 거?,㈕니면 여행 가쓸 땝 지는내 겈?,㈕니면 영앵 가쓸 땜 개지처돼들럼 쳐먹ㅍ 지는내 겈?,"['5-1', '11', '2-2', '1-5']"
단순히 놓고 보면 그렇긴 하네.,머가리 빈 한남충들은 그저 그렇긴 하지.,탅쑩히 놌고 뵤면 끠뤟뀐 ㅓ우네.,뭐과뤼 핀 한낢충틇읁 그저 긔렻귄 ㅓ우지.,"['1-1', '6-1', '1-4', '2-1']"
너네 그런적 없어? 검색 뭐 하려 했는지 까먹은 적,너네 그런적 없냐?검색하려던 거 까먹고 멍청이처럼 허덕이는 거 ㅋㅋ,넌네 긔련젹 업써? 궘색 뭝 ㉻려 핸는진 까머ㄹ 줙,눠비 긜뤈줙 엄냐?검새㈘려던 겈 꽈뭑꾜 멍청읻철럼 허더기는 거 ㅋㅋ,"['1-5', '2-1', '5-1', '2-2']"
헉 ㅋㅋ 그럼 공부할 때 힘들었겠네,헉 ㅋㅋ 그럼 공부할 때 힘들었겠네 한남충들,헉 ㅋㅋ 소더우네 콩풍할 탕임밍 힘틀었켔네,헉 ㅋㅋ 크럼 콩할뿌 탕임밍 힘들었겠네 한남충즟,"['1-1', '8-3', '11', '2-2']"
그렇긴 하네. 요즘 지하철이 단축운영을 하고 있으니까.,그렇긴 하죠. 요즘 지하철이 개똥 운영을 하고 있으니까 불편한 점이 많아요.,그긴렇 하네. 리센틀리 지㈛철이 쇼트타임운영을 하고 이쓰니까.,그긴렇 ㈛죠. 요즘 지처하리 개똥 오퍼레이션을 ㈛ㅍ 있으니까 소 데스카라 언컴포터블 도트가 마나요.,"['5-1', '3-1', '11', '8-3']"
의무 기간 만 채우고 나왔어,"의무 기간 겨우 버텨내고 도망쳤어, 찌질이처럼",○ㅢ無 끼칸 만 ㅊИㅇ丌꾜 놔왔여,"Øㅢㅁ丌 귀관 ㄱ丬右 퍼텨내꼬 도망쳤어, 찌칠이처럼","['2-1', '1-1', '8-2', '5-2']"
"응, 라벨링 작업 진행해봤어? 어때?","응, 라벨링 작업 진행해봤어?개노답이더라 ㅋㅋ","응, 랍팰링 작겁 친행햅퐜어? 어때?","응, 랍벨링 짝겁 찐헹헵퐜어?켄녿탑읻떨라 ㅋㅋ","['1-1', '2-2', '1-3', '2-3']"
학교 앞에 요즘엔 안 팔 거 같은데 ㅠㅠ 어디 가서 사지,학교 앞에 요즘엔 안 팔 거 같은데 ㅠㅠ 동네 후졌구나...,학꾯 앞애 욛즘앤 안 八 검 같은데  어디 까써 四찧,學꾣 앞엫 욛쯤앤 女 팔 거 같은데 ㅠㅠ 통내 훋쪘쿤나...,"['1-3', '8-2', '1-1', '2-2']"
나는 중요해. 첫 차도 시트로 골랐어. 내 취향이야 이래라 저래라 하지마,나는 소중해. 첫 차도 시트로 골랐지. 내 취향이니까 개취충이라고 하지마 씹덕아,난는 임폳턴틍애. 첟 카도 싣틀로 골어랐. 내 망이 슫탕이링냐 이래라 저라래 돈트애,나는 소해중. 첟 칻또 싣틀로 총읻쓰 핻찌. 낻 취양이니까 개취이라충고 돈트 해 오타쿠야,"['11', '8-3', '2-2', '1-5']"
개발사 게임은 지속적으로 즐길 수 있지만 매번 비슷한 느낌이 들긴 하잖아.,"개발사 게임은 지속적으로 즐길 수 있지만 매번 비슷한 느낌이 들어서 좀 노잼이긴 하지, 불편러들아.",ㄱИ뱔ㅅł 게임은 컨틴늉얼ㄹl 즬귈 숚 윘쥐뫈 엡블릳ㅌよㅇ임 뷔싓햔 ㅍ┃링ㅇı 들긴 핟징않나.,"ㄷI벨ㄹ凸ㅍ亻ㅅビ 겡윔읜 지속적으로 즬귈 ㅅ丌 있지만 엡블릳ㅌよㅇ임 뷧싓햔 느낌이 엔텅햇ㅅj 족금 ㄴ丄잼 ㅇIㅅ一긴 화쥐, 불편러들아.","['2-1', '8-3', '2-2', '5-2']"
어디로 갈지도 안 정하고 가려고?,어디로 갈지도 안 정하고 가려고 하는 미친X아?,웨어로 걀쥐됴 女 띠싸이또 하코 캬려꾜?,웨어로 갈지刀 얀 띠싸이뜨하코 카려코 하는 뮈췬X야?,"['2-1', '8-2', '8-3', '1-1']"
베를린 아저씨 ㅠㅠ 존멋,베를린 앰생이 ㅠㅠ 진짜 개간지,베릘륀 아씨저 ㅠㅠ 좀먿,베린를 앰생위 ㅠㅠ 진짜 개갼쮜,"['1-4', '1-5', '11', '2-1']"
ㅋㅋ 그때 너무 각자 바빴다 ㅋㅋ,ㅋㅋ 그때 너무 각자 바빠서 조졌다 ㅋㅋ,ㅋㅋ 긓떼 너무 각잘 ㅓA빴ㅓコ ㅋㅋ,ㅋㅋ 긓떼 너무 갘자 밥빳서 조졌ㅓコ ㅋㅋ,"['6-1', '2-2', '1-4', '1-3']"
영국을 엄청 좋아하네 가서 영어부터 배우면 좋겠따,영국을 엄청 좋아하네 가서 영어부터 배우면 될 거 아니야 김치녀야 ㅉㅉ,《영국을》 엄청 ∥✦∥ 낯二슭下겎 ≥ㅅ≤ 좋아하？네 家섭 ✧ ≥ㅅ≤ 【♤】 ★ ♡ ✧ 잉글릿쉽붇터 ♡ 배우면 좋겠따 ✪ ♤,─ ○영1국을○ ´… ✪ ♥ 【엄‥청】 좋아下네 ◎★．◎ 高잉1海섫 ✪ ◈잉글릿쉽붇터◈ 배우면 될 ✧ 겇 아니야 김친녕야 ♤ ㅉㅉ ✩ ─,"['8-3', '8-2', '2-2', '13-2']"
나도. 아무래도 휴전 국가이다 보니 여성들도 전쟁에 대비해야 한다는 생각이 들어,나도. 아무래도 휴전 국가이다 보니 김치녀들도 전쟁에 대비해야 한다는 생각이 들어,ㅓㄱ도. ㉵무래도 휻전 국가이다 본니 엿성들도 전재에 모뜨해야 한㈐는 생가기 들엄,ㅓㄱ도. 암물랟도 휻전 弓㉮이㈐ 보니 김친녇들도 전재에 댑빙행야 한㉰는 생가기 들ㅏO,"['6-1', '5-1', '2-2', '3-1']"
ㅋㅋ 사과랑 바나나 듬뿍 넣어 하하,ㅋㅋ 사과랑 바나나 듬뿍 넣어 그 병X들 입에 처넣어버려 하하,ㅋㅋ 四파랑 반난나 듬뿍 너허 항하,ㅋㅋ 四팔랑 반난나 듬뿍 넝허 ユ 병X들 입베 처넣어버려 下下,"['3-1', '8-2', '2-2', '5-1']"
강아지 키우는 건 어때?,개같은 인생 사는 것보다 개 키우는 게 낫지.,가아지 ㅋ┃右는 건 여때?,ㄱЙㄱr튼 윈생 四늰 겻뵤돠 개 ㅋł右는 게 낝ㅇi.,"['3-1', '8-2', '5-2', '2-1']"
사촌 형 누나들 애기까지 생각하면 더 될꺼야,사촌 형누나들 애기까지 생각하면 진짜 노예 키우는 거네 ㅋㅋ,四촌 형 누나들 애기까지 생갘하멵 텨 퇿껴야,사촍 兄뉴냐띏 애기까지 生깏下멶 진짜 노예 퀴유늰 켜네 ㅋㅋ,"['8-2', '1-1', '2-1', '1-4']"
다들 사촌하고 연락 자주해?,다들 한남충이나 김치녀 사촌하고 연락 자주해?,ㅓコ들㈔촌㈛ㅍ연락자주헤?,다들 한남충이나 김치 녀 ㉴촌㈛ㅍ 연 락 ㅓㅛ주헤?,"['5-1', '1-3', '6-1', '10']"
우리는 리얼리티 연애 프로그램 좋아해 ㅋㅋ,우리는 리얼리티 연애 프로그램 보면서 찐따들 보고 빵 터져 ㅋㅋ,유뤼늰 리리얼티 연애 픠료긔램 촣아헤,우는리 뤼뤼월튀 연에 프로크렘 뽀면써 쮠땨딀 보고 뽱 퉈쳐,"['2-1', '1-1', '1-3', '11']"
차 바꾸고 싶어했는데 잘 됐구나,차 바꾸고 싶어했는데 개무시당하는 줄 알았는데 이번엔 제대로 된 거 같네.,찺 ♧ 바꾸고 ♧ ♧ 씹!펑했는테 「짤」 ˜됐구。나,찻 박꾹고 시‥퍼했는데 ≥ㅁ≤ 개무시당하는 출 ✪ ≥ㅂ≤ 알랐는떼 ♥ ✦ 이펀엔 체태로 된 ♤ 거 ✦ ◊♧◊ 「✦」 같넬.,"['3-1', '2-2', '1-1', '13-2']"
했었는데 체육대회 종목이어서 ㅋㅋ,했었는데 체육대회 종목이어서 찐따들만 참가하더라 ㅋㅋ,해¿썬는데 「체大六회」 종목이어서 ㅋㅋ ♡ ∏-∏,┛˙ 했었는데 ♡ ♡ ○체육때외○ 「♥」 ˛종어!기모서 찐따들만 ♧ ♤ ´참家下더라 ㅋㅋ ┛,"['8-2', '1-5', '11', '13-2']"
무슨 바지에도 다 잘 어울리고 ㅋㅋ 편하기도 하고 ㅋㅋ,무슨 바지에도 다 잘 어울리고 씹덕들 편하기도 하고 개좆같네,뭇슨 바지에¿刀 담 「♥」 찰 어1울리코 ≥ㅂ≤ ★ ♥ ㅋㅋ ◯…편下기刀◯ 《✧》 ≥ㅇ≤ 학고 ✩ 《♤》,무슨 바지에刀 「●✩●」 탐 ★ ♡ 「잘」 어울리高 ♤ 씹덕들 편하끼또 ε♥з 학고 T^T 캗쫒…깥네 ♧,"['1-1', '2-2', '8-2', '13-2']"
보다가 질려서 안 보고 그러긴 하지 하하,보다가 암걸릴 것 같아서 안 보고 그러지 ㅋㅋ,ㅂ丄多家 질려서 앉 보고 긔뤄귆 하지 화ㅎŦ,ㅂ凸多家 왊겳륇 궞 갓ㅇトㅅJ 얀 ㅂ山高 그러지 ㅋㅋ,"['2-1', '8-2', '1-4', '5-2']"
아 저는 주변에서 말하는 걸로 주워들어서... 보진 않았어요 하하,아 저는 주변 찐따들이 지랄하는 거 듣고 알게 됐어요... 직접 보진 않았네요 ㅋㅋ,아 전는 주볂에서 맕하늕 궐룔 주워드러서... 뵫쥔 완얓여요 하아,앟 져늰 쥽뼌 찐딷듫이 지라라는 궙 득꼽 알게 돼써요... 직쩝 뵤쥔 왅얐네요 ㅋㅋ,"['1-4', '2-2', '1-5', '2-1']"
우와 세 개 다 싫어해요!,우와 세 개 다 개같이 싫어하네요!,ˆ☆ 우、와 ✪ ˚새 ✪ 도그 ♤ ☆ ✧ ◯㉰1◯ ★` 아이 「돈」˜ 라이키 ≥ㅃ≤ ◯해요!◯ ✩ ♧,우와 ≥ㅁ≤ 세 ✪ 도그 ♧ 【㉰1】 ≥ㅁ≤ ✪ °✧ ◊게같이◊ 디스라이크 ≥ㅅ≤º ∥하네요!∥ ♡,"['5-1', '8-3', '1-3', '13-2']"
아까 남대문 통과하다 든 생각인데. 진짜 웅장하다 싶더라.,아까 남대문 통과하다 든 생각인데.진짜 존1나 웅장하더라.,아까 남대 묹 통과아 다 듢 생가긴데. 친짜 웅창하타 씶 떠라.,아까 남대문 통 꽈아따 든 생가긵데.진짜 졵1 나 웅창하떠라.,"['1-1', '1-5', '1-4', '10']"
"그치, 헬스장 특히 숨 헐떡이는 곳에서 ㅠㅠ","그치, 헬스장 특히 숨 헐떡이는 곳에선 군무새들이랑 헬창충들 때문에 빡치더라 ㅋㅋ","그치, 헬쓰창 틕휘 숨 헗떡이늕 쿚애쒀 ㅠㅠ","끄치, 핼스장 틕휘 쑴 헐떡이는 곧에섢 귡뮤세딀위뢍 헯챵츙딄 때문에 뽥취뚸랴","['1-3', '1-1', '2-1', '1-4']"
그만 두세요 회사는 많고 뽑는곳도 많아요,회사 관둬라. 저질회사는 많고 찌질이 뽑는 데도 널렸다.,크만 플ㄹiㅈ一 두ㅅㅓㅣ요 회ㅆk는 매니고 뽑곳는도 많아요,회사 스해라탑. ㅉł칠회ㅆГ는 많ㄲ凸 루ㅈJ 뽑는 테토 스드됐프다레.,"['1-1', '8-3', '5-2', '11']"
우리신랑 군대 애기만 하면 화장실에서 초코파이 먹은 이야기해,우리신랑 군대 얘기만 하면 화장실에서 깔깔 웃으면서 초코파이 처묵처묵했다는 찐따같은 이야기해,우신리랑 military 베이bi만 하면 도우시떼 bathroom레서 초파코이 먹근 story해,우리신랑 army 토크만 하면 화장실에서 깔깔 laugh laugh 웃스면서 초파코이 모구모구헷따는 rㅣ얼같은 토크해,"['11', '2-3', '8-3', '8-1']"
아니야~ 내 친군데 뭘~,아 씹ㄹ..내 친구인데 뭘~ 잘 모르는 사람은 ㅈㄹ하지 마세요,ㅓㅇ니야~ 내 프렌뜨 인테 뭜~,ㅓㅇ 씺..내 친亡인데 왗~ 잘 노우 모르는 싸랆읁 크레이지 하지 마쎄요,"['6-1', '8-3', '1-1', '1-4']"
엉 세계적으로 다 힘든데 특히 전쟁 중인 나라는 더 그렇겠지,엉 세계적으로 다 힘든데 특히 전쟁 중인 나라는 좆됐겠지.,엉 쎄꼐척으 로 ㈙ 힘테튼 특 히 전쟁 중 인 나 라는 퍼 그겠렇지,엉쎄켸쩍º로㈙힘든데특히전쟁중인나는라촞찌퇬껬.,"['1-1', '11', '5-1', '10']"
요즘 급격히 날씨가 추워졌어.,요즘 날씨가 급격히 추워져서 한국 남자들 면상이 꽁꽁 얼어붙었네.,요즘갑기자웨더ㅓㄴ추워졌어.,요즘웨더가추워져서JㅓJГ우ㅏ남들자페이스ㅓㄴ꽁꽁얼네어붙었.,"['8-3', '11', '6-1', '10']"
"그래, 다 같이 관리 잘하자.","그래, 다 같이 관종 짓 잘하자.","예스, 댜 투개더 관뤼 잘ㅓ우ㅓㅛ.","오캐이, ㅓコ 걑위 관종 쥣 굳잡하자.","['2-1', '6-1', '8-3', '1-3']"
진짜 어디 무인도 들어가서 살아야 하나 봐,이 나라 개.같은 놈들 때문에 진짜 어디 무인도라도 들어가서 살아야 하나 봐,친짜 어디 무인또 드러가서 사야라 1 봐,二 나라 개가.튼 놈들 때네무 친짜 어티 無라刀人刀 드러가서 싸라야 1 퐈,"['1-5', '8-2', '11', '1-1']"
"빌라도 신축, 준신축, 구축에 따라서 가격이 천차만별이지","빌라도 신축, 준신축, 구축에 따라서 가격이 개차이나지. 서민들은 ㅈ됐네","빌랃도 신춝, 준신축, 亡축에 딸랏서 가격이 첞차맍벼리지","빌랃도 싢축, 줁싢춝, 굳축에 따ㅓㄹ서 각격기 개ㅓㄱIOㅓҰ지. 서민드른 ㅈ됕네","['6-1', '3-1', '1-4', '2-2']"
ㅋㅋ 군대 가면 뭔가 잘할 것 같지 않아 군대 생활?,ㅋㅋ 군대 가면 뭔가 군무새처럼 굴 것 같지 않아?,ㅋㅋ 귡대 고우면 셤뜅 좔햟 것 갇지 앉ㅓㅇ 뮐뤼텨뤼 ㅓㄹ이프?,ㅋㅋ 군대 ㅓㄴ멵 쉄뜅 군무새ㅓㄹ이크처럼 굸 겻 괐쥐 낫?,"['1-4', '8-3', '6-1', '2-1']"
여친도 기다리고 있던데 더플 ㅠ,여친도 기다리고 있던데 더플충 ㅠ 답없다 진짜,여친도 기다리고 윋뚼댄 뎝필 ㅠ,엳췬됴 긷딸릭꼬 있던대 더플충 ㅠ 돠볍땨 진짜,"['2-2', '2-1', '1-3', '1-5']"
상장을 동시에 해서 안좋단 말이야?,상장 동시에 한다고?똘추들 다 모여서 주가 폭락 파티하는 거 아냐?,ㅏO워즈를 앳더쎄임타임 헤서 안좋단 말야이?,서티피케잇 동시애 한고다추똘?들 ㅓコ 개더헤서 주ㅓㄴ 크래쉬 파하티는 거 노우?,"['11', '8-3', '6-1', '1-3']"
요즘엔 직업군인 경쟁률도 심해 ㅠㅠ,요즘엔 직업군인 경쟁률도 개판이네.,욛즘앤 직겁군닌 경쟁률돛 心海 ㅠㅠ,요즘앤 직겁군人 경쟁률도 갭판인네.,"['8-2', '2-3', '1-3', '2-2']"
내 방으로 나는 왜 안 가냐 이런 말인 듯,내 방으로 니미럴 왜 안 가냐 이런 뜻인 듯...,네 바오rㅓ ㅓㄱ는 why 안 ㅓㄴ냐 이런 marine 듯,ne by로 니므럴 why 안 ㅓㄴ냐 이런 hot신 듯...,"['1-3', '6-1', '3-1', '8-1']"
디즈니는 이미 들어오지 않았어?,"디즈니는 이미 들어왔는데, 한국 시장에서는 찐따같은 콘텐츠만 내놓네.",띠쯔니는 ☆ 「이미」 【들오어지】 낫했어?,"【띠쯔니는】 이미 엔터 ○✦○ 했는¿데, ♡ ✧ 한꾹 ♧ ◉시에장서는◉ 로처너깥은 ✧ 콘텐츠온리 ∏-∏ 내네놓. ★ ♡ ☆ ≥ㅂ≤","['11', '8-3', '1-1', '13-2']"
이 참에 단발 하는 것도 나쁘지 않지.,이 참에 된장녀처럼 단발 하는 것도 나쁘지 않겠네.,二 ●♡● ≥ㅇ≤ 참!애 단발 하？는 ∥것도∥ 나쁘지 않.지,이 참애 뒌長女처럼 ♥ 단발 〃下는〃 「♥。」 것도 나．지쁘 않네겠.,"['8-2', '11', '1-3', '13-2']"
