neutral,toxic,neutral_obfuscated_texts,toxic_obfuscated_texts,obfuscated_labels
그니깐... 진짜 왜 나만 찌는 거야 ㅠㅠ,아 진짜 왜 나만 살찌는 거야?다른 년들은 다 날씬한데 나만 이렇게 돼지가 되네 ㅠㅠ,근닉깐... 친짜¸ 왡 ✧ ♤ ≥ㅁ≤ 나만 찌、는 『꺼야』 ㅠ‥ㅠ ♥,∥앍∥ 친짜 ✧ 왭 ♥ ˜나만 【쌀찐는？】 겅야?달른 ♥ 년뜰은 ♤ ✩ 따 ☆ 날씬한데 《나만》 ¨「✦…」 ˙♡ 이렇게 ♥ ≥ㅁ≤ ◉✦◉ 돼、지가 ♥ 뙨네 ㅠㅠ ♧,"['1-1', '2-2', '13-2']"
저번에 소개팅 하고 나서 배탈 난 적 있음 ㅋㅋ,저번에 소개팅 하고 나서 김치녀 만난 것 같아서 속이 쓰렸음 ㅋㅋ,저번에 인토로듀스 미팅 ㈛ㅍ jㅓ서 스톰마쿠 아파yo 난 에너미 있sㅓ ㅋㅋ,라스트타임에 meeting ㄴㅏ서 kimchi girl 만난 것 gㅏㅌ㉵서 so기 pain is 쓰렸음 lol,"['5-1', '8-3', '8-1']"
오 그렇구나 ㅋㅋ 나는 캠핑 갈 시간이 없네 흑흑,오 그렇구나 ㅋㅋ 나는 캠핑 갈 시간이 없어서 개빡치네 ㅅㅂ,오 끠렭유놔 ㅋㅋ 나는 캠퓡 칼 씨까니 엾네 흑흑,요 그럵우나  냐늰 캠핑 괄 쒸꺈위 업써써 캐빡치네 ㅅㅂ,"['3-1', '1-1', '2-1']"
엄마 잔소리에서 해방 ㅋㅋ,맘충 잔소리에서 해방 ㅎㅎ,엄마 잔솔링엣서 프 리덤 ㅋㅋ,맘충잔소리에서플릳덤ㅎㅎ,"['8-3', '2-2', '10']"
나 교복이 너무 작아졌어.,나 교복이 너무 작아져서 가슴골이 훤히 보이네.,나 gyobokツ 너무 자가지ok.,나 gyobok이 너무 자gㅏ져서 가승고리 훤히 보two네.,"['8-2', '1-5', '8-1']"
"ㅋㅋ 힝 ㅜㅜ 그래도 한국 음식이 짱이긴 함,","ㅋㅋ 힝 ㅜㅜ 그래도 한국 음식이 개쩌는 건 인정, 짬뽕국물이 개맛남 ㅇㅈ?","ㅋㅋ … ♤ 휭 ♥ ★ ㅜㅜ ★ ♧ ◉긜랟됴◉ 한국 읨쉭윟 ˙짱익!긴 ✧ 함,…","ㅋㅋ ✩ ✩ 《♥》 ≥ㅁ≤ ♥ 힝 ≥ㅅ≤´ ●ㅜㅜ1● ¯✩ 글랟도 ♧ T^T ✦ 햔귝 읨쉭윝 ○갣쭨늰○ 건 ✦ ≥ㅁ≤ 윈졍, 짬뽕국물、이 ✧ 갬맛남 ♥ 「ㅇㅈ?」","['2-1', '2-2', '13-2']"
ㅋㅋ 오빠가 목고 출신이라 쌍고 가라고 절대 안 된다 해서 난 쌍고 감,ㅋㅋ 오빠가 목고 출신이라 쌍고는 X고라며 절대 안 된다 해서 난 쌍고 감,ㅋㅋ 오빠㈎ 목꼬 출시니라 쌍ㅍ 가라고 절때 안 됝㉰ 해서 낝 쌍고 감,ㅋㅋ 오빠가 몱고 출시니㈑ 쌍고는 Xㅍ㈑며 절머 안 된다 해서 난 쌍고 감,"['1-4', '1-5', '5-1']"
근데 선생님은 화면 창 많지 않아?,선생님은 화면에 창을 존나 많이 열어놓으시네.,ㄹ데 선쌩니믄 화면 창 만치 않하?,선쌩니믄 화며비 창을 존나 많히 열어놓으시네.,"['1-5', '2-3', '5-1']"
공지 좀 미리 확인하지 그랬어.,개념없는 놈들은 공지 좀 미리 확인하지 그랬냐.,공지 좀 米리 미리첵 하지 그어랬.,개없념는 놈들恩 노티스 좀 미리 체크하지 그랬냐.,"['8-3', '8-2', '11']"
나중에 자주 못 보긴 하더라 ㅠ,나중에 저 쓰레기 같은 X를 자주 못 보긴 하더라 ㅠ,나中에 ㅓㅛ주 캔낫 씨잉 하더라 ㅠ,ㅓㄱ중에 저 가베 같恩 X를 오프튼 캔낫 씨잉 下더ㅓㄹ ㅠ,"['8-2', '6-1', '8-3']"
추돌사고 차량에 임산부도 있었는데 다행히 큰 부상은 없었데 ㅠㅠ,추돌사고 차량에 김치녀도 있었는데 다행히 큰 부상은 없었데 ㅋㅋ,츄됼샤교 ㅓҰ량에 윔샩뷰됴 잋얻늖데 ㅓコ행히 큱 부상은 엾였데 ㅠㅠ,추돐ㅓV고 촤량에 귐취녀됴 잏엋늕데 ㅓコ행히 킎 부상은 없었데 ㅋㅋ,"['1-4', '2-1', '6-1']"
응응 무단횡단하는 사람들 보면 꼭 급하게 가야하나 싶어 사고날까 겁도 나고ㅠ,응응 무단횡단하는 것들 보면 꼭 급하게 갈 필요가 있나 싶어 사고나면 좋겠다 싶기도 하고ㅠ,예스예스 무단횅단하는 싸람틀 씨면 꼭 큽하캐 가야하나 워너해 싸꼬날까 컵토 나고 소로소로ㅠ,응응 무딴휑딴하는 싱즈 씨면 머스트 급하개 고 니즈가 있나 앂어 싸꼬나면 좋갰다 앂끼또 하코,"['1-1', '1-3', '8-3']"
그래 건강이 좀 안 좋아지면 비뇨기과도 다니면 되는 거지...,그래 건강이 좀 안 좋아지면 자지 검진도 받아야 하는 거지... 찌질이들은 안가겠지만,《✩!》 글래 건강잇 《♡》 좀 안 좋ㅓㅇ지면 ✩ ○빈뇩긱괃도○ ∥1◊ㅓコ니면◊∥ 「되는」 ♤ 거지...˛,그래 ★ ○…건강이○ ◎★◎ 좀 ♤` 안 ✧ ε♥з 좋ㅓㅇ지면 ㅓㅛ지 검진돈 받ㅓㅇ야 ✪ ◯✩◯ ♤ 하는 ♡ ∥걷지...∥ ◎♤◎ ˛☆ 찓질읻들은 ♥ ✩ º안각겠짐만 ♥¿、,"['6-1', '2-2', '13-2']"
오케 좀 이따 같이 숍 구경 가자 하하,오케 좀 이따 같이 숍 구경 가서 개돼지들 좀 관찰하자 킼킼,오케 좀 it따 같이 술 쿡꼉 go자 항ha,오케 좀 읻따 got sib 숍 쿠꼉 got sㅓ 캗퇟칟뜰 좀 콴찰하차 키킷ㅋ,"['1-1', '2-2', '8-1']"
오늘 무슨 야식 먹을까 고민중 ㅋ,오늘 야식으로 뭐 쳐먹을지 고민중이네 ㅋㅋ,투데이 뭇슩 야식 멐읉깝 고민 나우 ㅋ,온늝 얏식 as 낭읻틉푿드 와트 쳐멁읈지 고민중이네 ㅋㅋ,"['1-4', '8-3', '2-2']"
"나도야, 그게 연애할 때 예의인 거 같아.","나도야, 그게 유부녀한테 찌질하게 빠진 병신들의 예의인 거 같아.","미투야, 그게 연에할 때 예의인 에티켓 거 같ㅓㅇ.","미투야, 그개 마리스드우먼한테 찌질하개 빠진 Г≥0뚀들의 에티켓인 거 같ㅓㅇ.","['6-1', '1-3', '8-3']"
네 3부작까지 했죠. 범인이 진짜 치밀하더라구요.,네 3부작까지 했죠. 범인이 진짜 개쩔더라구요. 와꾸도 ㄱㅊ은듯,네 3뷰쟉꺄쥐 했.죠 범인이 쥔쨔 치밀下더라口요.,네 3父작까지 했죠. 범이인 쥔쫘 개더쩔라요구. 와뀨됴 ㄱㅊ恩딋,"['11', '8-2', '2-1']"
겨울에 대방어가 정말 맛있다고 하더라.,겨울에 대방어가 정말 맛있다죠?근데 ㄱㅅㄲ들이 가격 ㅈㄴ 비싸게 해놨더라구요.,겨울에 모ㅓAㅏOㅓㄴ 진짜 야미하대.,겨우레 모ㅓAㅏㅇㅓㄴ 리얼 오이시이데스. 근데 ㄱㅅㄲ들이 프ㅓㄹ이스 ㅈㄴ 비싸게 해놨더라구요.,"['8-3', '3-1', '6-1']"
나 어제 암벽 타다가 떨어져 가지고 다리가 부러졌어,나 어제 암벽 타다가 떨어져 가지고 병신같이 다리가 부러졌어,나 예스터데이 암벽 라이드하다가 떫어져 게타고 다리가 부러져터,나 예스터데이 암볔 라이딩 하다가 떨터져 가지고 병싱카치 다리가 브로큰돼써,"['1-4', '8-3', '1-5']"
따뜻한 옷이랑 잘 꺼내놔야겠어,노답 개추운데 따뜻한 옷 안꺼내면 뒤지는거임 ㅇㅈ?,와따따 〃✩〃 〃옷이랑〃 잘 테이크!아욷 해놔야게써,〃‥✧〃˜ 노답 개추운데 웡？클로즈 안꺼내면 ◯뒤지능？거임◯ ㅇㅈ? T^T,"['8-3', '1-5', '13-2']"
그치 그게 문제지 ㅋㅋ...,그치 그게 문제지 ㅋㅋ 진짜 그 답답이들 머리에 뭐가 들었나 궁금하다니까,끄치 긔게 門제지 ㅋㅋ...,그치 크케 뮨체취 ㅋㅋ 찐짜 긔 답답二들 뭐뤼에 뭐가 띌웠냐 궁金下多니까,"['2-1', '1-1', '8-2']"
언니는 알바 했던 것 중에 꿀알바 해봤었어?,언니 알바 중에 겉보기엔 꿀인데 실상은 개노답인 거 없었음?,언니는알바했던것중에꿀알박海봤었얽?,언 닙 알발 中에 겉보기 엔 꿀人데 실상은 개 노답인 걸 없었음?,"['8-2', '2-2', '10']"
진짜 무슨 소설에나 나올것 같은 만남인데 ㅠㅠ,진짜 무슨 뜬금포 개소설에나 나올법한 찐따스러운 만남인데 ㅋㅋㅋ,진짜 무슩 소설에㉯ 나올것 같은 맍男人데 ㅠㅠ,진짜 무슪 뜭金포 개소설에止 止올법한 찑따스러운 만男人데 ㅋㅋㅋ,"['8-2', '5-1', '1-4']"
나는 이미 독립했지만 내 집을 산다면 방이 많았으면 해,나는 이미 독립했지만 내 집을 산다면 방이 많아서 돼지같은 놈들 수용할 수 있었으면 해,나늖 이미 독립했지만 ㈒이 ㉻우스 삲다멵 룸이 많앚으면 해,㉯는 이미 돆립햏지많 내 ㉻우스 산다멶 방이 맍㉵서 피그갓읂 놈들 수용핧 수 있었으면 해,"['8-3', '1-4', '5-1']"
1분 만에 걸리는 사람도 있던데?,1분 만에 걸리는 멍청이들도 있던데?,1미닛 마네 걽리는 피플도 잏덙데?,1미닛 마네 타이밍 걸리는 멍청이듧도 있덙데?,"['1-4', '3-1', '8-3']"
헐 남자친구랑 놀러 간다고 했던 거기?,헐 남자친구랑 뒷 밤 즐기러 간다고 했던 거기?,헐 남자친구랑 놅러 간고다 햍둲 궈귀?,훨 남친자구랑 뒸 봚 즐러기 갽댜교 했던 거기?,"['11', '2-1', '1-4']"
그럼 세숟갈씩 계속 먹으면...,그럼 문찐 머거리들은 세숟갈씩 계속 처먹으면서 배터질때까지 쳐묵겠네,ユ1럼 세．숟갈씩 ✩ 계속 『✪』 ◊멱의면...◊,ユ럼 ✦ 뮨。쮠 머‥거리들은 ♡ 〃세숟갈씩〃 ≥ㅅ≤ 계쇽 처먹으면서 ≥ㅁ≤ ◈✩◈ 배텨쥘때꽈쥐 ✪ 쳐묵겠비¿ ≥ㅅ≤,"['5-1', '2-1', '13-2']"
1층은 역류한다는 소리를 들어서 선호하지 않구염,1층은 지린내 난다는 소리 들어서 별로임 ㅋㅋ 위층이 낫지,1층은 역류햔댜늰 소리를 드러서 션횽햗쥐 않궁염,1츠은 질린내 난단는 소리 딀여숴 별료윔 ㅋㅋ 위층이 놙윚,"['3-1', '2-2', '2-1']"
진짜 TV 전화 인터넷 막혔으니,진짜 TV 전화 인터넷 막혔으니 개돼지들은 뭐하고 살지? ㅉㅉ,진짴 TV 저놔 인넷터 막켯쓴니,진짠 TV 전홛 인터넫 막으혔니 개드지돼른 뭐아고 살짖? ㅉㅉ,"['1-5', '11', '2-2']"
웅웅 나 주로 학교에서 공부했는데,웅웅 나 주로 학교에서 공부했는데 개노잼이었음ㅋㅋ,웅웅 날 줄로 학교ㅏVIЮ 끙부했는데,웅웅 ㈏ 주로 학교ㅏVIЮ 공붕했는데 갠녿잼잉었음ㅋㅋ,"['5-1', '6-1', '2-2']"
"글쎄, 모든 애들한테 시키는게 어떤 도움이 될지는 모르겠네. ㅋㅋ","글쎄, 모든 급식충들한테 시키는게 어떤 도움이 될지는 모르겠네. ㅋㅋ","글쎄, 모든 애한들테 ㅅıㅋ丨늖ㄱㅓㅣ ㅇ┫떥 ㄷ丄욺ㅇ1 될지는 모르네겠. ㅋㅋ","글,쎄 ㅁ丄듡 긆싴충듫핝ㅌㅓㅣ 시는키게 어떤 도움이 될지는 ㅁ丄ㄹ一겓ㄴ¶. ㅋㅋ","['1-4', '5-2', '11']"
교수님들 채점하기도 귀찮을 텐데,"교수님들 채점하기도 귀찮겠지만, 전형적인 학종충들 골라내느라 즐거워하실 듯",교수님들 글렝읻딩학긷도 귀찮을 탠대,"교수님들 챋점학긷도 귇찮겠짐만, 전형적인 학종충들 골란넨늘라 앤조이하실 듯","['8-3', '2-2', '1-3']"
맞아. 필라테스는 기구로 요가하는 거고. 봉으로 하는 거는 폴댄스란 말이야.,맞아. 필라테스는 기구로 요가하는 거고. 봉으로 하는 건 스트리퍼 운동이란 말이야.,that's right. pil㉱tes는 gㅣk굴로 욕강하는겐 거ㅍ. 봉을로 두잉하는건 폴댄스란 말이야.,맞앆. pilates는 긱굴로 요㉮㈛는 거고. 봉으로 do하는 건 스트리퍼 work일란 말잉야.,"['2-2', '5-1', '8-1']"
근데 저거 파산하면 경제위기 올걸,저거 파산하면 국민들 등골 빨아먹는 거 아닌가?,근데저거ㅓㅍ산ㅓ우면경위제기올걸,저거ㅓㅍ산ㅓ우면국민들등골빨아먹는거아가닌?,"['6-1', '11', '10']"
그 때 그 녀석을 키우면서 많은 걸 배웠었지.,그 때 그 버러지를 키우면서 많은 걸 배웠었지.,그 때 그 녀숽읧 퀴유면숴 마니씽 배웠얻지.,그 때 그 붜뤄쥐릟 퀴유멶셔 먆~위 러닝 핻엋지.,"['8-3', '1-4', '2-1']"
당연하지. 이제 자격증이나 토익 성적 없으면 안되는 시대니까~,당연하죠. 이제 스펙 쌓기에 미친 문슬람들 아니면 취업도 못하는 시대니까요~,당녀나지.읻제자격쯩이나토익성적업씀면안된는시대니까~,당 년낟죠. 읻제 스 펙 싸 키에 미친 문슬람들 안님면 췽 업또 모타는 시대니까요~,"['1-5', '2-2', '10']"
어 ㅋㅋ 그래도 다른 곳 가서 쉬면 놀러 와서 쉬는 거 같잖아,ㅋㅋ 맞아 집순이들은 다른 곳 가서 쉬면 외출한 거 같겠지? 집에만 있는 틀딱들은 이해 못해,웥 ㅋㅋ 끌랟또 따른 쿗 갓서 쒸면 놀러 왓셔 쉬는 궈 같잖아, 뫚와 췹쓘윋틜읜 탈른 꼿 괏숴 쒸면 외츌햔 걹 같겠지? 칩엠만 있는 틜똭딀읜 위해 못핵,"['2-1', '2-2', '1-1']"
볼보 너무 튼튼하고 좋대서 xc60도 살짝 생각하고 ㅋ,볼보 개빡쎄고 짱짱해서 xc60도 슬쩍 눈독들이는 중 ㅋ,볿보 ✩¯ 너무 ♡ ◊튾튽하고◊ ♧ ✪ 쫗때써 ✪ xc60토 쌀짝 ✦ 생갃하고 T^T ㅋ,∥볼보∥ 개빣쎄고 짱짱해서 T^T xc60도 ♥ ✪ 쓽쩏 ☆ 눈똒틃이는 중,"['1-4', '1-1', '13-2']"
형은 음식 관련된 거 좋아하시네요 ㅋㅋ,형은 음식 관련된 거 좋아하시네요 ㅋㅋ 돼지새끼 같아,兄恩 읆싴 관련됀 거 좄아하시네요 ㅋㅋ,형은 읆食 괁련뒌 거 좆아下시네요 ㅋㅋ 되지세끼 같아,"['8-2', '1-4', '1-3']"
아무래도 그렇지 내가 뭔가 다 한 것 같으면서도 항상 일이 남아 있고 그러더라고,아무래도 그렇지 내가 뭔가 다 한 것 같으면서도 항상 일이 남아 있고 개노답이더라고,아무래도 그렅지 내가 뭔家 ㅓコ ㅋ우 걷 갔으면서도 항상 잃이 남ㅓㅇ 잊高 그러더라高,ㅓㅇ무래도 그렂지 내ㅓㄴ 뭔가 多 ㅋ우 것 갛으면서도 항上 잁이 男아 잋고 개노닶이더라고,"['6-1', '8-2', '1-4']"
너희 집 초대 좀... 제발,너네 집 좀 가보자.. 개쓰레기들아 제발,너희 집 chokdae chom... chep빨,넌네 집 촘 kkapocha.. gㅐ쓸렉긷들아 plz,"['1-1', '2-2', '8-1']"
응 맞아 실패담이 훨씬 많을텐데,응 맞아 개발새끼들 실패담이 훨씬 많을텐데 노예처럼 일하다 망하는 거지,응 맞ㅓㅇ 실패다미 훨씬 卟늘텐데,응 마자 개발쌔끼들 실패㈐미 훨씬 卟늘텐데 노예처럼 일ㅓ우ㅓコ 망ㅓ우는 거지,"['6-1', '1-5', '5-1']"
어어 그것도 꼭 먹어봐,"맞아 그것도 한 번 맛봐봐, 자글자글 튀기면 개존맛일 듯",워여 그got도 꼭 먹어봐,"마자 긔궛됴 once 맛봐봐, 좌gㅔl좌gㅔl 튀기면 쏘마시따 듯","['2-1', '3-1', '8-1']"
그거는 좀 있다가 얘기해 줄게 헤헤,그거는 씨1발 좀 있다가 얘기해 줄게 헤헤,그거는 좀 읻따가 얘해기 줄게 헤헤,그거는 씨1발 좀 잇다가 얘해기 줄께 헤에,"['11', '1-4', '1-5']"
나는 한마리만 키웠느데 금방 죽더라구,나는 한마리만 키웠는데 금방 뒈지더라구...,나는 한마리만 키웠느대 큼팡 쭉라터쿠,나는 한마리만 키는웠떼 끔빵 되지더라구...,"['1-1', '1-3', '11']"
잘 알지~ 어떻게보면 나도 운이 참 좋네. ㅋㅋ,잘 알지~ 어떻게 보면 나도 운이 참 좋네. 아 진짜 개운빨 ㅋㅋ,잘 얄 쥐~ 어보떻게면 냐 됴 윤 위 참 좋.네 ㅋㅋ,좔 알~지 어게떻 뵤 면 나도 윤위 챰 좋.네 아 진 짜 개 운빨 ㅋ ㅋ,"['11', '2-1', '10']"
연휴라서 어디라도 가고 싶어?,짱깨국이나 쪽바리국 외엔 어디든 가고 싶네 ㅋㅋ,연휴㈑써 어디라도 가고 시퍼?,짱깨국이나 쪽빠리국 외ㅔㄴ 어디든 까꼬 싶비,"['1-1', '5-1', '1-5']"
그니까ㅠ 창작을 할라니까 힘든듯...,창작을 하려니까 존나 힘들지...,그니까ㅠ ㅊさㅇㅈK글 하l라니까 him든듯...,challenge K글 하려니까 존나 hard하지...,"['3-1', '5-2', '8-1']"
요즘 대학생때로 돌아가면 하고 싶은 아르바이트 있으세요?,요즘 대학생으로 돌아가면 급식충들 가르치는 알바나 할까?,요즘 대학생때로 돌㈕㈎면 하고 시픈 아르바이트 이쓰새요?,요즘 데학셍으로 도라가면 급씩충들 ㈎르치는 알바나 할까?,"['5-1', '1-5', '1-3']"
나도 스키장은 딱 한번 밖에 안가봤어.,"나도 스키장은 딱 한번 밖에 안가봤는데, 개비용 존나 많이 들더라.",나도 스키장은 온ㅣㄹ 원스밖애 안가봤어.,"나도 스키장 딱 원스ㅓ∃임 밖에 안가봤는대, 게코스트 존나 많이 들더ㅓㄹ.","['8-3', '1-3', '6-1']"
이쪽 일하는 친구들 혹시 있어?,이쪽 일하는 호구들 혹시 있어?,이쪽 일하는 친뜰꾸 혹씨 이써?,이쪽 일하는 호틀꾸 혹씨 이써?,"['1-1', '3-1', '11']"
그러고 보니 고3담임쌤이 내 인생을 결정해주셨네,그러고 보니 고3담임쌤이 내 인생 망쳐놓으셨네.. 개빡치네 진짜,크러코 포니 고3담읾티쳐가 내 라이프를 겴정해주셛네,그러고 포니 코쓰리 탐읾쌞이 내 라이프 망쳐놎으셫네.. 리얼리 개빣치네,"['8-3', '1-4', '1-1']"
나 캠핑카로 떠돌이 삶 살려고,나 캠핑카로 유랑민 짓거리나 하면서 세금 꿀빨려고,놔 ✧ 캠핑카로 「☆」 떠돌이 ˙샮 ♥ 살려．ㅍ ♧¨,《…㉯》 ≥ㅂ≤ ♧ 《캠핑1카로》 ε♡з ☆ 〃유량뮌〃 짓거리나 《◊✪!◊》 ☆ ε♥з¯ ◊、♡◊ ∏-∏ 【‥♤】 하면서 세금 ♡ ★ 뀰뺠려교 ♡,"['5-1', '2-1', '13-2']"
홈트가 짱이지 자기 관리는,홈트가 최고야냄져들아 자기 관리 좀 하셈ㅋㅋ,홈트ㅓㄴ 짱이지 子기 관리늖,홈트ㅓㄴ 최고야냄져들아 자기 괂리 졺 下셈ㅋㅋ,"['6-1', '1-4', '8-2']"
나는 보통은 커피 종류,나는 보통 커피 종류 보면 찐따같은 아메 즐기는 흑우들 때문에 속이 터져,나는 유주얼리 보통은 긲피 총류,㈏는 노멀리 귀피 카테꼬리 보면 루저같은 ㈕메 츨끼는 흑우뜰 비코즈 오브 때문에 쏙이 터져,"['5-1', '8-3', '1-1']"
주변에 군대 가는 사람 있어?,주변에 군대 가는 한남충들 있어?,추뼌에 쿤떼 가는 사람 있?어,주변애 쿤때 카는 한남충들 있?어,"['1-3', '1-1', '11']"
아. 5월에 태어나셨나봐요. 따뜻한 계절이군요.,아. 5월에 태어나셨나봐요. 김치년들이 좋아하는 계절이군요.,ㅓㅇ. 5월레 태어나셨나봐요. 따뜨탄 게저리군뇨.,아. 5워레 태어나션나봐요. 김치년들ㅣㄹ 좋아하는 계절이군요.,"['2-3', '6-1', '1-5']"
괜히 샀다가 안하게 될 거 같아.,괜히 샀다가 흑우되는 거 아닌가 싶네.,괜히 샂다가 안ㅓ우게 됣 거 가타.,괜히 샀ㅓコㅓㄴ 흐구되늕 거 아닌가 싪네.,"['3-1', '6-1', '1-4']"
추석엔 송편을 열심히 빚어,추석엔 찐따들이랑 주둥아리 챱챱 떠들면서 송편 빚어야지,추섥엔 숑편읠 열심히 빚ㅏO,추석엔 찒따듧이랑 주둥ㅓㅇㅣㄹ 챱챱 떠들면서 숑펹 뷪워야쥐,"['6-1', '2-1', '1-4']"
북경 클럽 보니까 이미 코로나 전이랑 다를게 없던데,북경 클럽 보니까 짱깨들 코로나 전이랑 다를 게 없네.,베이징 크라부 씨잉 보니까 임미 코로㉯ 전일랑 ㈐를게 없던덴,베이징 클럽ハ 룩킹해보니까 짱깯들 콜론나 전이랑 ㉰를 겢 없비.,"['5-1', '2-2', '8-3']"
우리 1년하고 바로 결혼했다 아니가 ㅋㅋ,우리 1년하고 바로 결혼했다 난 양남충이라 ㅋㅋ,울리 1년하고 바로 결했혼닭 아니 가 ㅋ ㅋ,우 리 1년하고 발 로 결했혼담 난 양남충이라 ㅋㅋ,"['2-2', '11', '10']"
지하철 늦게 와서 사람들이 많아 지겠다.,지하철 늦게 와서 개미떼처럼 몰려들겠네.,쥐햐춸 레이트와서 사람들이 마나지겓따.,지아철 레위틔와셔 앤트스쿼드처럼 몰려들겠네.,"['8-3', '1-5', '2-1']"
ㅋㅋ 난 생각하면 웃긴데 검사였어 ㅋㅋ,ㅋㅋㅋㅋ 난 생각하면 존나 웃긴데 검사였어 ㅋㅋ 진짜 멍청하네,ㅋㅋ 놘 뜅큉햐면 웃긴대 인스펙터였어 ㅋㅋ,ㅋㅋㅋㅋ 난 생각하면 헬랴 웃긴대 윈싀펙텨였여 ㅋㅋ 리얼리 뭥쳥화내,"['1-3', '8-3', '2-1']"
ㅋㅋ ㅜㅜ 고생 많았네~,ㅋㅋ ㅜㅜ 맘고생 존나 많았겠다,ㅋㅋㅜㅜ高生많았비~,ㅋㅋㅜㅜ맘高生존나많았겠㉰,"['5-1', '8-2', '10']"
세상에 무슨 그런 일이,세상에 무슨 그런 일이... 진짜 개멍청한 놈들 천지네,새상애 ✦ 무1슨 그런 잃이 ✪,새상애 무슩 ♤ 그런 ◎☆◎ ○일이...○ 짅짜 게멍청．한 ✦ ✧ ♤ 놂듧 ✩ ◯천지네◯,"['1-4', '1-3', '13-2']"
