neutral,toxic,neutral_obfuscated_texts,toxic_obfuscated_texts,obfuscated_labels
ㅋㅋ 근데 나도 취업 안 되면 군인 할까 고민 많이 함,ㅋㅋ 근데 나도 취업 안 되면 군무새나 될까 고민 좀 해봄ㅋㅋ,✪ ≥ㅃ≤ ‥ ㅋ。ㅋ ✩ 근데 나도 〃잡。〃 ◉안◉ ∥♥∥ 되면 군인 할까 고민 ♥ ¸많이 T^T ★ ♤ 함 ☆、,ㅋㅋ … ✪ 근데 나、도 잡 「☆」 안` ♤ 〃되면〃 ☆ ♡ ★ 군무새나º 〃◊될까◊〃 고민 좀 ☆ 해봄ㅋㅋ．,"['8-3', '13-2']"
이미 지났는데 내가 몰랐더라고?,"이미 지났는데 내가 모르다니, 존나 멍청한 머저리 같은 나야...",위뮈 지는났데 내가 몰랐더라고?,"이미 지났는데 내과 묘릐댜뉘, 존나 멍청한 머리저 같은 놔..야.","['2-1', '11']"
ㅋㅋ 여기는 치즈스틱은 안줘서 사이드로 따로 주문 했다...,ㅋㅋ 이 매장은 치즈스틱 꼭 빼먹는 거 실화냐...사이드로 따로 주문하게 만드는 개념없는 곳,ㅋㅋ 여기는 치즈스틱 은 안줘서 ㅓV이 ㅣП로 따로 주 문 했ㅓコ...,ㅋㅋ이매장은치즈스틱꼭빼먹는거실화냐...ㅓV이ㅣП로따로주문ㅓ우게만ㅣП는개념없는곳,"['6-1', '10']"
그래도 남이 시키는 삶을 사는 것보다 좀더 주도적으로 살 수있지 않을까 싶어.,"그래도 남의 말 듣는 노예처럼 살기보단 내 인생 내 맘대로 살아야지, 개나 소나 다 참견하는 꼰대들은 무시해",그래도 ㅓㄱ므 시키는 살믈 ㅓV는 것보ㅓコ 좀더 주도저그로 살 수있지 않을까 시퍼.,"그래도 남의 말 든는 노예처럼 살기보단 내 인쌩 내 맘대로 ㅓVㅓㄹ야지, 개ㅓㄱ 소나 ㅓコ 창겨나는 꼰모ㅣП른 무시애","['1-5', '6-1']"
멍때리다 갈까 했는데 생각해보니 5시부터연수도 있... ㅋㅋ,술빨다 갈까 했는데 생각해보니 5시부터 연수도 있... 아 빡치네,멍때리다갈까했는데생각해보니5시父터연水刀있...ㅋㅋ,술빨다갈까했는데생각해보니5시父터연水刀있...아빡치네,"['8-2', '10']"
궁합 잘 맞는 성향끼리 같은 반 하는 거지,궁합 잘 맞는 찐따들끼리 같은 반 하는 거겠지 ㅉㅉ,궁 합 잘 맞는 성향끼리 같 恩 반 下 는 거지,궁 합 잘 맞는 찐따들 끼리 같恩 반 下는 거겠지 ㅉ ㅉ,"['8-2', '10']"
고롬고롬~ 친척들이랑 마당에서 불 지르는 거 재밌었는데,고롬고롬~ 친척들이랑 마당에서 불꽃놀이하는 거 개꿀잼이었는데 거기 꼰대 친척들은 빼고 했음 좋겠음,고롬고롬~ ✧ 「친척들리랑」 ∏-∏ 「마당에서」 ✧ ◯불◯ ☆ ♥ ★ 지르는 ○거○ 재밌었는데 ✪¿ ≥ㅁ≤,고롬고롬~ 친？척들리랑 마당에서 불꽃놀이하、는 「거」 개꿀잼미었는데 ♥ 거기 ¯ε♥з ✩ 꼰대 친척들른 빼？고 했…음 ♤ ✧ 좋겠음 ✩,"['2-3', '13-2']"
버스비 엄청 비싸 ㅋㅋ,"버스비 엄청 비싸네, 서민들 피 빨아먹는 개XX들 ㅋㅋ",퍼쓰피 엄청 뜨싸 ㅋㅋ,"퍼쓰피 엄청 뜨싸네, 써민뜰 피 빨ㅓㅇ먹는 깨XX틀 ㅋㅋ","['6-1', '1-1']"
오래 연애했으면 결혼 안했을듯 ㅋㅋ,오래 연애했으면 애비애미도 모르고 결혼 안했을듯 ㅋㅋ,오래연내했으면결혼안했을듯ㅋㅋ,오 래 연내했으면 애비애미도 모르고 결혼 안 했을듯 ㅋㅋ,"['2-3', '10']"
어 나는 알고 있었음 ㅋㅋ,어 나는 벌써 알고 있었음 ㅅㅂ ㅋㅋ,얼 난는 알고 이써씀 ㅋㅋ,어 난는 벌썩 알고 이써씀 ㅅㅂ ㅋㅋ,"['2-2', '1-5']"
내 말이~ 면허 취소 수준의 3배 이상이였대,내 말이~ 저 머가리 빠가새끼 운전 실력이 족구공만 해,내 말이~ 면허 취소 수준늬 3배 이였상이대,내 말~리 저 머리가 빠가새끼 운전 실력기 족구공만 해,"['2-3', '11']"
무슨 자격증 공부 중이야?,"씹덕후 마스터 자격증 따려고 밤새 애니 정주행 중인데, 너도 할래?",무슨 자격증 굥뷰 중야이?,"씹후덕 뫄싀텨 좌격즹 따려고 뱜새 애니 정주행 중데인, 눠됴 할래?","['11', '2-1']"
엄마는 안구건조증 치료하면서 같이 약 받아 관리하고 있어^^,염병할 안구건조증 때문에 엄마랑 같이 약 처방받아 관리중임ㅋㅋ 눈 깔아야 할 판,엄㉲는 안구걶조증 치료하멶서 같이 약 받㉵ 관리하고 잊어^^,엶병핣 안구건조증 때묹에 엄卟랑 갖이 약 처방받㉵ 관리중임ㅋㅋ 눈 깔㈕야 할 팒,"['1-4', '5-1']"
애들은 가능해도 어른은 약간 부끄럽지 ㅋㅋ,애들은 귀여워도 어른은 좀 노잼이지 ㅋㅋ 초딩같아서 민망하더라,앳듨읂 가능해도 얼른은 약간 부끄렆지 ㅋㅋ,애들읁 귀여워도 얼른은 좀 놋잶있지 ㅋㅋ 촟딩갔앝서 민망하더라,"['2-2', '1-4']"
"조금 더 문화, 생활적인 면에서 더 평가받을 요소를 챙길 거라고 생각해","조금 더 문화, 생활적인 면에서 더 평가받을 요소를 챙기는 게 좆같다고 생각해","족긂 더 문화, 생활적인 멵엣서 더 평갑받을 요소를 챙긽 걸락고 생갂해","조긂 더 문화, 생홡적읹 면엣서 덛 평가받을 욧솔를 챙기늕 게 좆같닥고 생갘해","['1-4', '2-2']"
그래도 가면 재밌게 노는 게 집순이의 국를이지 하하~,그래도 가면 재밌게 노는 게 평타 이하 루저들의 국룰이지 ㅉㅉ,그래 도 ㅓㄴ면 재 밌게 노는 게 집순이의 ГㅏГ를이지 하하 ~,그래 도 가면 재 밌게 노는 게 평 타 이ㅓ우 ㅓN저들의 국룰이 지 ㅉㅉ,"['6-1', '10']"
근데 나름 여행하는 느낌으로 살 수 있을것 같아서 좋아보여,근데 나름 여행하는 느낌으로 살 수 있을것 같아서 좋아보여~ 호구들은 이런 걸로 만족하겠지,근뎉 나름 틀랩블링한는 느낌으로 살 숧 있을것 같아서 굿이야,근뎈 날름 트래블링 하는 늑낌을로 살 숞 있을것 같앗서 나이스하네~ 호구들은 이런 걸로 샏팃습팡이 하겠지,"['8-3', '2-2']"
군 제대는 무조건 건강하게 하는게 최고야,"군 제대는 무조건 건강하게 하는게 최고지만, 홍어들은 빼고 ㅋㅋ",군 제대는 무조껀 헬씨하게 하는게 베트스야,"군 제대는 머스트비 헬씨하게 하는게 최고만지, 홍들어은 빼고 ㅋㅋ","['8-3', '11']"
나는 유럽 갔다 온 거 너무 좋았어,"나는 유럽 갔다 온 거 너무 좋았는데, 김치녀들은 꼴보기 싫더라.",나는 Europe 갔다 온 go ㅏㄱmu good았어,"geok는 Europe 갔다 온 go ㅏkmu 굿했는데, kimchi녀들은 꼴보기 싫더lㅏ.","['6-1', '8-1']"
인천 검다의 경우 3억 후반에서 4억 초반에 나왔어,인천 깜둥이의 경우 3억 후반에서 4억 초반에 나왔다네요,인천 검다의 경우 3억 후바내서 4억 초바내 나와써,인천 깜둥이애 경우 3억 후바내서 4억 초반에 나왇따네요,"['1-5', '1-3']"
근데 아직 승리호 안 봄,근데 아직 그 개똥같은 승리호 안 봄ㅋㅋ,근데 아직 싕효뤼 안 뵴,근데 아직 긔 개괕뚕읜 승리호 안 봄ㅋㅋ,"['2-1', '11']"
인터넷에 팔아서 사서 가구 배치 바꾸고 암막 커튼 설치 하면 될 것 같아,인터넷에 저렴이로 팔아치우고 중고로 긁어모아서 방구석 꾸미고 햇빛 차단 커튼 설치하면 개이득일 듯,◎인터넷에◎ … ✪ ♡ 팗아서 사서 《☆》 가구 ♥ 〃배치〃 ♥ ○바꾸고○ 앎맑 「✪…」 ∥★∥ ♥ 「!커튼」 T^T ∥섩치∥ ≥ㅃ≤ 하‥면 됧 겋 ✦ ◉같아◉ ♤…,인터넷에 ●저렴이로● 팔아치우고 ✩ 【✦、】 「중고로」 ∥극어모아서∥ 방구섞 ✩ ♥ ≥ㅂ≤ 꾸미고 ✧ 햊!빚 ★ 차。단 커튼 ˜☆ ◈섨치하면◈ ✪ 개이듴읿 【♤】 듯 ✧？…,"['1-4', '13-2']"
나는 강아지 한 마리 키우고 있어,강아지 키우는 거 ㅈㄴ 개고생이더라.,나는강아지한마리키우고있Ю,강ㅓ ㅇ지 키 우는 거 ㅈㄴ 개고생이더라.,"['6-1', '10']"
연어 초밥 이런것도 되게 좋아해 ㅋㅋ,생선 비린내 나는 초밥 이런 것도 존나 좋아해 ㅋㅋㅋ,연어 초밥 이럲겉도 되게 졷㈕해 ㅋㅋ,생선 비린내 ㉯는 초밦 이럱 걷도 존㉯ 좋아해 ㅋㅋㅋ,"['1-4', '5-1']"
매번 똑같은 코스다보니 지겨운 것 같아서,매번 똑같은 코스니까 진짜 노잼이고 지루해 죽겠네 ㅉㅉ,매번 똑kㅏt은 코스보다 boring 것 gat아서,매번 똑같은 코스니까 chincha 노잼이ㅍ 보링해 죽겠비 ㅉㅉ,"['5-1', '8-1']"
응. 그래서 나도 신청했어!,응.그래서 나도 그 찌질이들이랑 똑같이 신청했다니까?,응. 그래서 ㅓㄱ도 신청했얿!,응.그래서 ㅓㄱ도 귺 찓질읻들일랑 똑같이 신청했다니까?,"['6-1', '2-2']"
ㅋㅋ 나는 한 번도 안 해봤는데 진짜 재밌어?,ㅋㅋ 나 한 번도 안 해봤는데 진짜 개꿀잼이냐? 존잼이라면서 꼴리네,ㅋㅋ 나는 han 번do 안 haven봤데 really 재어밌?,ㅋㅋ 나 one 번도 안 해봤는데 le진짜 개이냐fun잼? 존잼면이라서 kㅗl리네,"['11', '8-1']"
오호 나는 오빠랑은 애초에 싸울 일도 없고 우리 아빠는 한번 삐지면 진짜 오래 가는 타입...,오호 나는 오빠충이랑은 애초에 싸울 일도 없고 우리 아빠는 한번 삐지면 진짜 찌질하게 오래 가는 타입...,오호 나는 oppa랑은 애초에 다툴 chance도 없고 우리 아빠는 원스 삐지면 진짜 long타입...,오호 나는 오빠충이랑은 초gㅔ 파이트 웍 없습니다. 우리 아빠는 원스 삐지면 찌질하게 롱타임 가는 타입...,"['8-3', '8-1']"
"ㅋㅋ 아 나 진짜 열정적으로 버스 오면 흔듬, 놓친 적 엄청 많다고., 저 여기 있어요 ㅠㅠ","ㅋㅋ 아 나 진짜 개념없이 버스 오면 뛰어감, 놓친 적 엄청 많다고., 개저씨 여기 있어요 ㅠㅠ","ㅋㅋ 아 냐 쥔쫘 ○열정적으로○ 버．스 오면 『✧』 ¯《흔듬,》 ✩ ♥ 놓친 적 엄!청˙ 「☆」 ●뫊돠교.,● 줘 【？여귀】˛ ✪ 윘여요 ≥ㅁ≤ ◊ㅠㅠ◊º","ㅋㅋ ≥ㅅ≤ 와 나 진…짜 《。♡》 ✦ 개념없이 벼싀 ○오면○ ◉뛰어감,1◉ º☆ ≥ㅇ≤ 눃췬 ◈。★◈ 적 T^T ●엄청● ◯먆댜교.,◯ 〃개줘쒸〃 여…기 ●♤● ◎윘워요？◎ ☆ 《ㅠㅠ》","['2-1', '13-2']"
나도 2주 동안 14키로 빼봤은데 사람이 그냥 늙어버리던데,나도 2주 동안 14키로 빼봤는데 사람이 그냥 쪽팔린 틀딱이 돼버리더라 ㅉㅉ,나도 2추 통안 1키4로 빼봤은데 사람이 그냥 늙뻐턴리어테,나도 2추 똥안 14키로 빼는봤데 싸람이 그냥 쪽팔린 틀이딱 돼버리더라,"['1-1', '11']"
아하 다들 그렇게 하는 구나... 나도 내일부터 출퇴근 할 때만은 80껴야겠다 ㅠㅠ,아하 다들 그렇게 하는 구나... 나도 내일부터 출퇴근 할 때만은 틀딱이 되어야겠다 ㅠㅠ,와화 다들 긔렿게 화늰 구.나.. 나도 내윌뷰텨 출근퇴 할 때만은 8야껴겠0다 ㅠㅠ,와화 다들 그게렇 화늰 구.나.. 나도 내윌뷰퉈 출퇴근 활 때만은 틜똭위 되어겠야다 ㅠㅠ,"['11', '2-1']"
지나가고 나서도 향수 냄새 나는 사람도 있더라.,지나가고 나서도 향수 냄새 나는 암덩어리들 있더라. 킁킁 ㅋㅋ,지나家高 나서도 향숩 냄새 나는 살람도 있더라.,진낙각고 낫서刀 향水 냄새 나는 암덩어리들 있덜라. 킁킁 ㅋㅋ,"['8-2', '2-2']"
그건 그런데 인터넷에는 너무 대량으로 팔아서 ㅋㅋ,그건 그렇지.인터넷에서는 대량으로 팔아대니까 시장 자체가 개판이 됐잖아.,그건 그런데 인터네세는 ㅏㄱ무 대량으로 파라서 ㅋㅋ,그건 그러치.인터네세서는 대량으로 팔ㅓㅇ모니까 시장 ㅓㅛ체ㅓㄴ 개파니 됃짜나.,"['6-1', '1-5']"
안 쓰고 병 나는 것보다 낫지,"안 쓰고 병 걸리는 것보다 낫지, 대가리 굴려서 생각 좀 하셈ㅋㅋ",안 쓰코 병 되는 것보다 뻬터치,"안 쓰고 병 걸리는 것보다 베러, 대가리 꿀려써 씽킹 쫌 하쎔","['8-3', '1-1']"
그래도 스토리는 비슷하지 않을까?,그래도 스토리는 병신같이 똑같겠지? 뭘 기대함?,그래도 스ㅏㆬㅣㄹ는 비슷하지 않을깐?,글랟도 스토리는 Г≥0뚀같이 똑같겠지? 뭘 긷댕함?,"['6-1', '2-2']"
얌 근데 100만 원 보상해 준다고 했다고,얌마 근데 100만 원 보상해 준다고 개나소나 떠들고 다니냐?,┣ 얌 긘데 T^T 《✩》 100먄 ≥ㅁ≤ ◯★◯ 《‥♡》 ★ 원 ≥ㅅ≤ 『◎♤◎』 보상해 《준다고》 ✧ 했다고 ┣,✩ 얌마 ≥ㅂ≤ ♧ 「근데」 100만 ★ 원 ✦ 뵤솽해 《쥰돠교》 ♤ 〃개나소나〃 뚸1딀교 다니냐?!˜,"['2-1', '13-2']"
아마존 같은 곳에서 엄청난 인기 상품이 되었다는 이야기를 들었어,티르티르 쿠션 아마존 1위 아닌가? 중국산 짝퉁 안 섞였길 바라야지,아마존 같은 夬에서 엄청난 인기 상품이 되었㉰는 이야Iㄴ를 들었ㅏㅇ,티르티르 쿠션 ㅓㅇㅓㅁ존 1읶 ㅓㅇ닌ㅓㄴ? 중국산 짝퉁 안 섞였길 ㉳㉱야지,"['6-1', '5-1']"
억지로 맞추면 또 싸우지,억지로 맞추면 또 멍청이들끼리 개싸움하겠네,억지로 맞추면 똚 싸 우지,억질로맞춤면또멍청이들끼리개싸움하겠네,"['2-2', '10']"
네 ㅋㅋ 근데 현질을 해야 돼서 고민 중이에요 ㅠㅠ,네 근데 결제충이 돼야 겜 즐길 수 있어서 고민 중이에요 ㅠㅠ,네 ㅋㅋ 근데 cash충전 해야 do해서 고민 middle이에요 ㅠㅠ,네 근데 pay충 돼야 게임 enjoy 할 수 있어서 고민중이에yo ㅠㅠ,"['8-3', '8-1']"
사회적으로 이슈가 되고 있긴 하지~,"사회적으로 이슈가 되고 있긴 하지만, 한남들이 또 입틀막하고 있네.",사¿외저그로 이슈가 《✦》 되고 ✩ 익낀˚ 하지~ ♥,"〃사회적으로〃 이슈가 ✪ ♡ 되．고 익…낀 ○♡○ ¨T^T ◉하지만,◉ 한¿남드리 또 ε♥з 입틀마카고 ●。✪● ♥ ☆ 있네. ★","['1-5', '13-2']"
원래는 그런데 ㅋㅋ 거기서 안 끝나니까 문제지 ㅋㅋ,원래는 그런데 ㅋㅋ 거기서 안 끝나니까 문제지 ㅋㅋ 진짜 찐따들 같아서 빡치네,원랜는 그런대 ㅋㅋ 걱깃서 안 끝난닉까 문재지 ㅋㅋ,원레는 그런대 ㅋㅋ 걱깃서 안 끝난닉까 문재지 ㅋㅋ 진짜 찐따들 같앗서 빡친네,"['2-2', '1-3']"
ㅋㅋ 오늘 셔서 양심상 하려 했는데 날씨가 안 따라주네요 ㅋㅋ 아쉽,ㅋㅋ 오늘 셔서 양심상 하려 했는데 날씨가 개같네요 ㅋㅋ 아쉽,ㅋㅋ 오늘 셔서 양心上 하려 헸는대 날씨家 안 따라주내요 ㅋㅋ 아쉽,ㅋㅋ 五늘 셔서 양心上 하려 헸는대 날씨가 게같내요 ㅋㅋ 아쉽,"['1-3', '8-2']"
ㅋㅋ 그래도 평소보다는 추워졌으니까 잘 챙겨 입어!,ㅋㅋ 그래도 평소보다는 추워졌으니까 멍청이들처럼 얇게 입지 말고 제대로 챙겨 입어 찐따야,ㅋㅋ ユ래도 평소보다는 추워져쓰니까 잘 챙겨 이버!,ㅋㅋ ユ래도 평소보㈐는 추워져쓰니까 멍청이들처럼 얄께 입찌 말고 제머로 챙겨 이버 찐따야,"['1-5', '5-1']"
ㅋㅋ 인연이 없었네 그래도 신기하다,ㅋㅋ 참 답답한 년이네 그래도 신기하긴 하다,ㅋㅋ 인이연 없었네 그래도 신기하다네,ㅋㅋ 참 답답한 여자데스네 그도래 신기하긴 하다,"['8-3', '11']"
경리단길은 다시 한번 가보고 싶다,경리단길은 참 ㅈㄴ 가보고 싶다..,경리dan길은 dㅏ시 once 가고보 싶다,kyung단길리은 so true ㅈㄴ 가보고 싶다..,"['11', '8-1']"
ㅋㅋ 나 쫌 있다 또 영상통화 하기로 했는데 나 이틀째 머리 안 감았거든?,ㅋㅋ 나 쫌 있다 또 영상통화 하기로 했는데 나 머리가 기름 떡칠이라 찐따같아 보일까봐 걱정돼, 낟 쫌 있따 똜 영상통환 하끼로 했는텐 나 읻틀째 머리 안 캄았커튼?, 나 쫌 있따 똔 영상통홣 학길로 했는덶 나 멀릭가 키름 떡칠일라 찐따깥아 포일까퐈 컥청뙈,"['1-1', '2-2']"
근데 주변에 보니 코 한번 수술한 사람은 없드라? ㅋㅋ,근데 주변에 보니 성괴들 천지네? 성형괴물들 없는 곳이 없어 ㅋㅋ,근데 주변에 보니 코 한번 水한술 四람恩 없라드? ㅋㅋ,근데 주에변 보니 성괴들 천지네? 성물괴兄들 없는 곳二 없어 ㅋㅋ,"['8-2', '11']"
ㅋㅋ 난 안 할 거니까 걱정하지 마~!,ㅋㅋ 난 찐따같은 짓은 안 할 거니까 개청결한 너는 걱정하지 마~!,ㅋ．ㅋ 난 안 ¯♡ 할 『거니까』 ★ ♧ 걱하정지 ♤ 마~! ★,ㅋ？ㅋ ✪ 난 ≥ㅃ≤ 찐같따은 ♥ ★ 짓은 ♤ ¯안 할 거니까 ◈♡◈ 개청결‥한 너는 ♧ ✦ 걱하정지 ✦´ 마~!？ ε♡з,"['11', '13-2']"
어 ㅜㅜ 그런 소식은 참 안타까워,국개들 비운의 종말이라니 참 안타까운 일이네.,어 ㅜㅜ 크런 쏘씩은 참 안㈙까워,쿡깨틀 삐운의 종말이㉱니 참 안타까운 일이네.,"['1-1', '5-1']"
저는 이 회사에서 힘들어서 저 회사로 옮기면 거기도 일이 많네요,내가 이 개같은 회사에서 힘들어 죽겠어서 저 회사로 옮겼더니 거기도 일이 존나 많네요,쩌는 이 회싸에써 힘드러서 쩌 회사로 옮기면 커키토 이리 많네요,내카 이 개가튼 회싸에써 힘틀어 죽게써서 쩌 회사로 옮켰떠니 거기도 이리 존나 많네요,"['1-1', '3-1']"
오 포스터가 귀엽다 한 번 볼게,오 포스터가 개기엽네 한 번 볼만한 똥영화인듯,오 포스터ㅓㄴ 귀엽㈐ 한 번 볼게,오 포스터㈎ 개기엽네 한 번 볼만ㅋ우 똥영화인듯,"['5-1', '6-1']"
아직... 연고 발라주는데 생각보다 안 낫네? ㅠㅠ,아직... 연고 계속 발라도 존나 안 낫네? 씨발 ㅠㅠ,아직... 연고 발라주는데 생보각다 안 낫 네? ㅠ ㅠ,아직...연고계속발도라존나안낫?네씨발ㅠㅠ,"['11', '10']"
거기 정말 멋있던데 가자 아들,거기 존나 개쩔더라 ㄹㅇ 가보자 애비충,geo기 so much 멋있던데 exoㄴ 아들,거기 존na 개쩔더라 ㄹㅇ gobojㅏ 에뜨충,"['6-1', '8-1']"
ㅋㅋ 헉 그 정도로 좋아하시는구나,ㅋㅋ 헉 그 정도로 좆밥을 좋아하시는구나,ㅋㅋ 헉 급 정돌로 좋ㅓㅇㅓ우시는亡ㅓㄱ,ㅋㅋ 헉 그 정돌로 KㅓK밥을 좋앙핫신는군나,"['6-1', '2-2']"
당연히 디자인도 다르게 많이 나오겠지?,"당연히 디자인도 다양하게 나오겠지만, 결국 똑같은 쓰레기일 뿐이야.",당연히디자인도ㅓコ르게많이나오겠지?,"당연히디ㅓㅛㅏПГ으다양하게나오겠지만,결JㅓJ똑같은쓰레기일뿐이야.","['6-1', '10']"
내 여친도 그 얘기 많이 하던데,"내 여자친구도 그 얘기 자주 하더라, 세상 남자들은 다 똑같은 찌질이들이래",◎내◎ ✩ ◎1♡◎ 여칞도 ✪ 그 ♧ 얘기 맍이 ♤ 하¿던데,"내 여자칞구도 그 ★ 얘기 자주 ¨【하더라,】 ✩ 세상 ♡ 【낢자듫읂】 ✧ 다 ✧ 똙。갛은 찌짋이들이래 ∥♤∥","['1-4', '13-2']"
